Placement,Reporting Ends,Reach,Impressions, Date,CampaignName,AdSetName,AdName,Frequency,LinkClicks,CTR,CPC,WebForms,CostPerWebForms,VideoPlays,VideoPlays50%,VideoPlays100%,Reporting Starts,Media Source,Creative,,,,Random Date
instream_video,2021-10-26,6,3,10/28/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Shower Static V1,1,5,,,,,3,4,0,2021-10-26,Facebook,Reptile,,,,10/28/2021 0:00
instant_article,2021-10-26,4,5,10/25/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Shower Static V1,1,0,,,,,1,3,1,2021-10-26,Facebook,Reptile,,,,10/25/2021 0:00
instagram_stories,2021-10-27,17,18,10/23/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Shower Static V1,1,1,,,,,3,1,2,2021-10-27,Instagram,Reptile,,,,10/23/2021 0:00
marketplace,2021-10-27,7,8,10/31/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Shower Static V1,1,5,,,,,4,4,4,2021-10-27,Facebook,Reptile,,,,10/31/2021 0:00
instream_video,2021-10-31,15,13,11/4/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,5,,,,,1,0,3,2021-10-31,Facebook,Dog,,,,11/4/2021 0:00
video_feeds,2021-10-31,54,50,11/3/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,4,,,,,3,5,4,2021-10-31,Facebook,Dog,,,,11/3/2021 0:00
instagram_explore,2021-10-31,22,17,10/28/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,2,,,,,5,3,0,2021-10-31,Instagram,Dog,,,,10/28/2021 0:00
instant_article,2021-10-31,17,17,11/4/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,2,,,,,1,1,0,2021-10-31,Facebook,Dog,,,,11/4/2021 0:00
search,2021-10-31,6,7,10/29/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,2,,,,,2,5,5,2021-10-31,Facebook,Dog,,,,10/29/2021 0:00
instagram_stories,2021-10-25,57,53,10/22/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,4,,,,,0,1,0,2021-10-25,Instagram,Dog,,,,10/22/2021 0:00
facebook_stories,2021-10-25,56,55,10/20/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,3,,,,,2,4,1,2021-10-25,Facebook,Dog,,,,10/20/2021 0:00
marketplace,2021-10-25,37,36,10/27/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,2,,,,,1,1,2,2021-10-25,Facebook,Dog,,,,10/27/2021 0:00
instream_video,2021-10-25,24,27,10/23/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,0,,,,,4,1,3,2021-10-25,Facebook,Dog,,,,10/23/2021 0:00
instagram_explore,2021-10-25,8,6,10/21/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,3,,,,,2,2,0,2021-10-25,Instagram,Dog,,,,10/21/2021 0:00
instagram_explore,2021-10-26,214,216,10/24/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,2,,,,,2,3,5,2021-10-26,Instagram,Dog,,,,10/24/2021 0:00
instagram_explore,2021-10-30,20,24,10/25/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,3,,,,,3,2,4,2021-10-30,Instagram,Dog,,,,10/25/2021 0:00
video_feeds,2021-10-30,21,22,10/28/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,5,,,,,0,2,4,2021-10-30,Facebook,Dog,,,,10/28/2021 0:00
instream_video,2021-10-30,10,7,10/28/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,2,,,,,0,2,1,2021-10-30,Facebook,Dog,,,,10/28/2021 0:00
video_feeds,2021-10-29,15,19,10/30/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,4,,,,,2,3,0,2021-10-29,Facebook,Dog,,,,10/30/2021 0:00
instagram_explore,2021-10-29,13,12,10/29/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,0,,,,,5,2,0,2021-10-29,Instagram,Dog,,,,10/29/2021 0:00
instream_video,2021-10-29,9,5,10/28/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,1,,,,,5,2,5,2021-10-29,Facebook,Dog,,,,10/28/2021 0:00
facebook_stories,2021-10-29,21,23,10/24/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,1,,,,,3,3,2,2021-10-29,Facebook,Dog,,,,10/24/2021 0:00
instagram_stories,2021-10-29,79,81,10/31/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,2,,,,,0,2,4,2021-10-29,Instagram,Dog,,,,10/31/2021 0:00
facebook_stories,2021-10-26,70,70,10/21/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,2,,,,,2,5,5,2021-10-26,Facebook,Dog,,,,10/21/2021 0:00
instream_video,2021-10-26,23,22,10/22/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,4,,,,,0,4,4,2021-10-26,Facebook,Dog,,,,10/22/2021 0:00
search,2021-10-26,6,7,10/26/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,4,,,,,2,0,5,2021-10-26,Facebook,Dog,,,,10/26/2021 0:00
facebook_stories,2021-10-27,52,55,10/24/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,2,,,,,0,5,3,2021-10-27,Facebook,Dog,,,,10/24/2021 0:00
video_feeds,2021-10-27,19,17,10/25/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,1,,,,,4,1,5,2021-10-27,Facebook,Dog,,,,10/25/2021 0:00
instream_video,2021-10-27,4,3,10/25/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,2,,,,,0,1,5,2021-10-27,Facebook,Dog,,,,10/25/2021 0:00
facebook_stories,2021-10-28,46,47,10/30/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,5,,,,,3,2,1,2021-10-28,Facebook,Dog,,,,10/30/2021 0:00
instream_video,2021-10-28,27,27,10/27/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,3,,,,,2,2,0,2021-10-28,Facebook,Dog,,,,10/27/2021 0:00
video_feeds,2021-10-28,14,16,10/23/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,1,,,,,5,3,5,2021-10-28,Facebook,Dog,,,,10/23/2021 0:00
search,2021-10-28,5,5,10/30/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,1,,,,,1,1,5,2021-10-28,Facebook,Dog,,,,10/30/2021 0:00
instagram_stories,2021-10-30,5,4,11/3/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,1,5,,,,,0,3,5,2021-10-30,Instagram,Retargeting,,,,11/3/2021 0:00
instream_video,2021-11-01,7,6,11/5/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,4,,,,,5,1,2,2021-11-01,Facebook,Fish,,,,11/5/2021 0:00
video_feeds,2021-11-01,12,7,10/31/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,2,,,,,4,1,4,2021-11-01,Facebook,Fish,,,,10/31/2021 0:00
instagram_stories,2021-11-01,4,4,10/30/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,1,0,,,,,5,3,4,2021-11-01,Instagram,Retargeting,,,,10/30/2021 0:00
instant_article,2021-11-01,3,6,11/4/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,1,2,,,,,1,5,3,2021-11-01,Facebook,Retargeting,,,,11/4/2021 0:00
marketplace,2021-11-01,2,6,11/3/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,1,2,,,,,5,5,2,2021-11-01,Facebook,Retargeting,,,,11/3/2021 0:00
facebook_stories,2021-11-01,8,9,11/6/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,1,1,,,,,4,2,5,2021-11-01,Facebook,Retargeting,,,,11/6/2021 0:00
video_feeds,2021-11-01,6,3,11/1/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,1,3,,,,,3,5,0,2021-11-01,Facebook,Retargeting,,,,11/1/2021 0:00
search,2021-11-01,7,4,11/3/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,3,,,,,4,5,0,2021-11-01,Facebook,Fish,,,,11/3/2021 0:00
marketplace,2021-11-01,12,14,11/4/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,2,,,,,1,1,4,2021-11-01,Facebook,Fish,,,,11/4/2021 0:00
video_feeds,2021-11-01,162,164,10/30/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Shower Static V1,1,5,,,,,3,1,5,2021-11-01,Facebook,Reptile,,,,10/30/2021 0:00
marketplace,2021-11-01,86,91,10/29/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Shower Static V1,1,1,,,,,1,3,4,2021-11-01,Facebook,Reptile,,,,10/29/2021 0:00
search,2021-11-01,12,10,10/29/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Shower Static V1,1,2,,,,,0,5,0,2021-11-01,Facebook,Reptile,,,,10/29/2021 0:00
instant_article,2021-11-01,12,14,10/30/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,3,,,,,2,4,2,2021-11-01,Facebook,Fish,,,,10/30/2021 0:00
facebook_stories,2021-11-01,96,94,10/27/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,0,,,,,2,5,4,2021-11-01,Facebook,Dog,,,,10/27/2021 0:00
instream_video,2021-11-01,18,15,11/3/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,3,,,,,2,1,2,2021-11-01,Facebook,Dog,,,,11/3/2021 0:00
instant_article,2021-11-01,16,17,10/31/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,0,,,,,2,1,0,2021-11-01,Facebook,Dog,,,,10/31/2021 0:00
instagram_explore,2021-11-01,8,8,11/4/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,0,,,,,1,1,4,2021-11-01,Instagram,Dog,,,,11/4/2021 0:00
search,2021-11-01,4,5,10/28/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,1,,,,,3,1,3,2021-11-01,Facebook,Dog,,,,10/28/2021 0:00
instagram_stories,2021-11-01,35,31,11/6/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,0,,,,,1,1,3,2021-11-01,Instagram,Fish,,,,11/6/2021 0:00
facebook_stories,2021-11-01,12,16,11/2/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,2,,,,,3,0,5,2021-11-01,Facebook,Fish,,,,11/2/2021 0:00
video_feeds,2021-11-01,12,14,10/30/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,2,,,,,5,1,2,2021-11-01,Facebook,Dog Grooming Services,,,,10/30/2021 0:00
facebook_stories,2021-11-01,20,24,11/1/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,0,,,,,2,4,4,2021-11-01,Facebook,Dog Grooming Services,,,,11/1/2021 0:00
instagram_stories,2021-11-01,15,14,11/4/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,3,,,,,2,0,3,2021-11-01,Instagram,Dog Grooming Services,,,,11/4/2021 0:00
marketplace,2021-11-01,9,8,11/1/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,1,,,,,0,1,2,2021-11-01,Facebook,Dog Grooming Services,,,,11/1/2021 0:00
instant_article,2021-11-01,8,10,11/5/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,0,,,,,0,3,4,2021-11-01,Facebook,Dog Grooming Services,,,,11/5/2021 0:00
instream_video,2021-11-01,11,11,11/6/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,3,,,,,5,1,0,2021-11-01,Facebook,Dog Grooming Services,,,,11/6/2021 0:00
instagram_explore,2021-11-01,3,8,11/4/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,0,,,,,4,5,2,2021-11-01,Instagram,Dog Grooming Services,,,,11/4/2021 0:00
search,2021-11-02,9,10,11/7/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Shower Static V1,1,2,,,,,5,4,4,2021-11-02,Facebook,Reptile,,,,11/7/2021 0:00
instagram_explore,2021-11-02,11,11,10/31/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Shower Static V1,1,4,,,,,5,3,5,2021-11-02,Instagram,Reptile,,,,10/31/2021 0:00
video_feeds,2021-11-02,7,8,11/1/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,0,,,,,0,2,1,2021-11-02,Facebook,Fish,,,,11/1/2021 0:00
search,2021-11-02,7,6,11/5/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,0,,,,,1,4,5,2021-11-02,Facebook,Fish,,,,11/5/2021 0:00
marketplace,2021-11-02,4,5,11/3/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,2,,,,,2,4,2,2021-11-02,Facebook,Fish,,,,11/3/2021 0:00
instream_video,2021-11-02,1,3,11/3/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,0,,,,,0,4,4,2021-11-02,Facebook,Fish,,,,11/3/2021 0:00
instant_article,2021-11-02,13,15,11/7/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,5,,,,,3,1,2,2021-11-02,Facebook,Fish,,,,11/7/2021 0:00
facebook_stories,2021-11-02,15,15,10/30/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,4,,,,,4,0,1,2021-11-02,Facebook,Fish,,,,10/30/2021 0:00
instagram_stories,2021-11-02,66,64,11/2/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,2,,,,,3,4,1,2021-11-02,Instagram,Fish,,,,11/2/2021 0:00
instagram_stories,2021-11-02,12,11,11/4/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,1,0,,,,,4,1,2,2021-11-02,Instagram,Retargeting,,,,11/4/2021 0:00
video_feeds,2021-11-02,6,3,10/31/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,1,5,,,,,5,4,2,2021-11-02,Facebook,Retargeting,,,,10/31/2021 0:00
instant_article,2021-11-02,8,4,11/5/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,1,1,,,,,0,1,1,2021-11-02,Facebook,Retargeting,,,,11/5/2021 0:00
instream_video,2021-11-02,5,1,11/4/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,1,2,,,,,1,3,0,2021-11-02,Facebook,Retargeting,,,,11/4/2021 0:00
facebook_stories,2021-11-02,2,4,11/3/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,1,0,,,,,1,1,5,2021-11-02,Facebook,Retargeting,,,,11/3/2021 0:00
instagram_stories,2021-11-02,59,62,10/29/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,1,,,,,2,0,3,2021-11-02,Instagram,Dog,,,,10/29/2021 0:00
video_feeds,2021-11-02,17,12,10/29/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,1,,,,,2,0,2,2021-11-02,Facebook,Dog,,,,10/29/2021 0:00
instant_article,2021-11-02,10,8,11/6/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,0,,,,,5,2,2,2021-11-02,Facebook,Dog,,,,11/6/2021 0:00
search,2021-11-02,6,7,11/5/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,5,,,,,1,0,1,2021-11-02,Facebook,Dog,,,,11/5/2021 0:00
instagram_explore,2021-11-02,5,2,11/6/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,4,,,,,2,0,4,2021-11-02,Instagram,Dog,,,,11/6/2021 0:00
instagram_explore,2021-11-02,1,2,11/1/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,4,,,,,0,2,0,2021-11-02,Instagram,Dog Grooming Services,,,,11/1/2021 0:00
marketplace,2021-11-02,5,5,10/29/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,1,,,,,2,2,4,2021-11-02,Facebook,Dog Grooming Services,,,,10/29/2021 0:00
search,2021-11-02,5,6,11/2/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,3,,,,,3,1,3,2021-11-02,Facebook,Dog Grooming Services,,,,11/2/2021 0:00
instream_video,2021-11-02,6,5,11/7/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,4,,,,,5,3,0,2021-11-02,Facebook,Dog Grooming Services,,,,11/7/2021 0:00
facebook_stories,2021-11-02,10,7,11/1/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,3,,,,,4,0,3,2021-11-02,Facebook,Dog Grooming Services,,,,11/1/2021 0:00
video_feeds,2021-11-02,14,13,11/1/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,2,,,,,4,3,0,2021-11-02,Facebook,Dog Grooming Services,,,,11/1/2021 0:00
instant_article,2021-11-02,8,13,10/28/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,5,,,,,4,5,2,2021-11-02,Facebook,Dog Grooming Services,,,,10/28/2021 0:00
instant_article,2021-11-03,9,13,11/5/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,4,,,,,2,2,3,2021-11-03,Facebook,Fish,,,,11/5/2021 0:00
instagram_stories,2021-11-03,26,30,11/3/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,1,,,,,0,5,0,2021-11-03,Instagram,Fish,,,,11/3/2021 0:00
video_feeds,2021-11-03,8,7,11/4/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,2,,,,,5,3,4,2021-11-03,Facebook,Fish,,,,11/4/2021 0:00
facebook_stories,2021-11-03,3,3,11/7/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,5,,,,,5,4,1,2021-11-03,Facebook,Fish,,,,11/7/2021 0:00
marketplace,2021-11-03,2,4,11/3/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,1,,,,,2,5,5,2021-11-03,Facebook,Fish,,,,11/3/2021 0:00
instream_video,2021-11-03,2,7,11/5/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,0,,,,,2,1,0,2021-11-03,Facebook,Fish,,,,11/5/2021 0:00
instagram_explore,2021-11-03,6,5,11/7/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,3,,,,,4,1,3,2021-11-03,Instagram,Fish,,,,11/7/2021 0:00
search,2021-11-03,5,4,10/29/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,0,,,,,2,2,3,2021-11-03,Facebook,Fish,,,,10/29/2021 0:00
instagram_explore,2021-11-03,4,3,11/7/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,3,,,,,0,0,5,2021-11-03,Instagram,Dog Grooming Services,,,,11/7/2021 0:00
instagram_stories,2021-11-03,23,22,11/6/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,1,,,,,1,1,2,2021-11-03,Instagram,Dog Grooming Services,,,,11/6/2021 0:00
facebook_stories,2021-11-03,15,17,11/6/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,2,,,,,3,3,0,2021-11-03,Facebook,Dog Grooming Services,,,,11/6/2021 0:00
video_feeds,2021-11-03,10,13,10/30/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,0,,,,,2,1,3,2021-11-03,Facebook,Dog Grooming Services,,,,10/30/2021 0:00
instant_article,2021-11-03,5,8,10/31/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,0,,,,,5,5,4,2021-11-03,Facebook,Dog Grooming Services,,,,10/31/2021 0:00
instream_video,2021-11-03,7,7,11/3/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,0,,,,,1,5,5,2021-11-03,Facebook,Dog Grooming Services,,,,11/3/2021 0:00
search,2021-11-03,7,4,10/29/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,0,,,,,1,4,5,2021-11-03,Facebook,Dog Grooming Services,,,,10/29/2021 0:00
marketplace,2021-11-03,4,6,10/30/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Cooking Static V1,1,4,,,,,0,0,0,2021-11-03,Facebook,Dog Grooming Services,,,,10/30/2021 0:00
instream_video,2021-11-03,41,41,10/31/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Shower Static V1,1,4,,,,,1,2,0,2021-11-03,Facebook,Reptile,,,,10/31/2021 0:00
search,2021-11-03,11,6,11/1/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Shower Static V1,1,5,,,,,5,5,0,2021-11-03,Facebook,Reptile,,,,11/1/2021 0:00
instagram_explore,2021-11-03,2,3,11/2/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Shower Static V1,1,2,,,,,5,4,2,2021-11-03,Instagram,Reptile,,,,11/2/2021 0:00
marketplace,2021-11-03,13,11,11/8/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,3,,,,,0,3,0,2021-11-03,Facebook,Dog,,,,11/8/2021 0:00
instant_article,2021-11-03,14,12,10/30/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,1,,,,,1,5,0,2021-11-03,Facebook,Dog,,,,10/30/2021 0:00
instream_video,2021-11-03,6,8,10/29/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,3,,,,,5,2,0,2021-11-03,Facebook,Dog,,,,10/29/2021 0:00
search,2021-11-03,4,6,11/4/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,0,,,,,2,2,5,2021-11-03,Facebook,Dog,,,,11/4/2021 0:00
video_feeds,2021-11-03,14,14,11/6/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Dryer Static V1,1,4,,,,,0,3,1,2021-11-03,Facebook,Dog,,,,11/6/2021 0:00
marketplace,2021-11-03,4,7,10/29/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,1,2,,,,,3,5,0,2021-11-03,Facebook,Retargeting,,,,10/29/2021 0:00
instagram_stories,2021-11-03,3,6,11/8/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,1,2,,,,,5,4,0,2021-11-03,Instagram,Retargeting,,,,11/8/2021 0:00
video_feeds,2021-11-03,6,4,11/4/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,1,1,,,,,4,2,1,2021-11-03,Facebook,Retargeting,,,,11/4/2021 0:00
facebook_stories,2021-11-03,16,13,11/2/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Retargeting Static V1,1,3,,,,,4,3,5,2021-11-03,Facebook,Retargeting,,,,11/2/2021 0:00
feed,2021-11-04,20,20,11/8/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,3,,,,,0,5,0,2021-11-04,Facebook,Fish,,,,11/8/2021 0:00
instant_article,2021-11-04,2,2,11/7/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,4,,,,,3,5,0,2021-11-04,Facebook,Fish,,,,11/7/2021 0:00
facebook_stories,2021-11-04,5,4,11/5/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,0,,,,,0,0,1,2021-11-04,Facebook,Fish,,,,11/5/2021 0:00
instagram_stories,2021-11-04,3,5,11/1/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,5,,,,,4,3,3,2021-11-04,Instagram,Fish,,,,11/1/2021 0:00
instagram_explore,2021-11-04,2,6,11/3/2021 0:00,Lead Gen - On-Main October - December 2021,Zip Code,Heating Static V1,1,5,,,,,3,2,5,2021-11-04,Instagram,Fish,,,,11/3/2021 0:00
